release_date,movie,production_budget,domestic_gross,worldwide_gross
12/31/2009,Christmas in Beverly Hills,"$8,000,000",$0,$0
12/31/2009,Four Single Fathers,"$3,000,000",$0,$0
12/31/2009,Starsuckers,"$640,000",$0,"$14,812"
12/31/2009,Chicago Overcoat,"$3,000,000",$0,$0
12/31/2009,Crying With Laughter,"$820,000",$0,"$16,909"
12/31/2009,Nine Dead,"$2,000,000",$0,$0
12/31/2009,NiktÃ©,"$2,400,000",$0,"$1,333,891"
12/31/2009,The Deported,"$3,000,000",$0,$0
12/31/2009,Big Things,"$50,000",$0,$0
12/31/2009,The Calling,"$2,500,000",$0,$0
12/31/2008,Silver Medalist,"$2,600,000",$0,$0
12/31/2008,Animals,"$5,500,000",$0,$0
12/31/2008,Extreme Movie,"$1,200,000",$0,"$81,338"
12/31/2008,Ca$h,"$13,700,000",$0,"$11,738,256"
12/31/2008,Bathory,"$15,000,000",$0,"$3,436,763"
12/31/2008,Impact Point,"$2,200,000",$0,$0
12/31/2008,Good,"$16,000,000","$31,631","$31,631"
12/31/2008,Black Water Transit,"$35,000,000",$0,$0
12/31/2008,The Cottage,"$5,000,000",$0,"$1,504,960"
12/31/2008,Harrison Montgomery,"$850,000",$0,$0
12/31/2008,I Come with the Rain,"$18,000,000",$0,"$627,422"
12/31/2008,Steppin: The Movie,"$1,000,000",$0,$0
12/31/2008,Admiral,"$20,000,000",$0,"$38,585,047"
12/31/2008,Rejsen til Saturn,"$2,700,000",$0,"$5,377,665"
12/31/2007,Flood,"$24,000,000",$0,"$4,084,232"
12/31/2007,Tin Can Man,"$12,000",$0,$0
12/31/2007,Taxi 4,"$17,500,000",$0,"$60,865,364"
12/31/2007,Alatriste,"$28,000,000",$0,"$22,860,477"
12/31/2007,Arn - Tempelriddaren,"$16,500,000",$0,"$21,404,122"
12/31/2007,A Dog's Breakfast,"$120,000",$0,$0
12/31/2006,Loving Annabelle,"$1,000,000",$0,"$5,382"
12/31/2006,The Magic Flute,"$27,000,000",$0,$0
12/31/2006,Griffin & Phoenix,"$500,000",$0,"$1,355,967"
12/31/2006,Feng kuang de shi tou,"$500,000",$0,"$3,000,000"
12/31/2006,Les BronzÃ©s 3: amis pour la vie,"$42,000,000",$0,"$83,833,602"
12/31/2005,Chicken Tikka Masala,"$2,160,000",$0,"$37,865"
12/31/2005,Dungeons & Dragons: Wrath of the Dragon God,"$15,000,000",$0,"$909,822"
12/31/2005,Insomnia Manica,"$500,000",$0,$0
12/31/2005,Welcome to Dongmakgol,"$8,000,000",$0,"$48,000,000"
12/31/2005,The Call of Cthulhu,"$50,000",$0,$0
12/31/2004,Samantha: An American Girl Holiday,"$200,000",$0,$0
12/31/2004,The I Inside,"$8,800,000",$0,$0
12/31/2004,The Mongol King,"$7,000",$900,$900
12/31/2004,George and the Dragon,"$32,000,000",$0,$0
12/31/2003,Nothing,"$4,000,000",$0,"$63,180"
12/31/2003,Flywheel,"$20,000",$0,$0
12/31/2003,Ripley's Game,"$30,000,000",$0,$0
12/31/2002,Confessions of a Dangerous Mind,"$29,000,000","$16,007,718","$33,013,805"
12/31/2001,The Hole,"$7,500,000",$0,"$10,834,406"
12/31/2001,Pendulum,"$2,000,000",$0,$0
12/31/1999,Fantasia 2000 (Theatrical Release),"$80,000,000","$69,610,858","$69,618,634"
12/31/1997,Oscar and Lucinda,"$12,500,000","$1,612,957","$1,612,957"
12/31/1996,Silent Trigger,"$15,000,000","$76,382","$76,382"
12/31/1994,There Goes My Baby,"$10,500,000","$125,169","$125,169"
12/31/1990,Going Under,"$500,000",$0,$0
12/31/1989,Out of the Dark,"$1,600,000","$419,428","$419,428"
12/31/1986,Witchboard,"$2,000,000","$7,369,373","$7,369,373"
12/31/1984,The Toxic Avenger,"$475,000",$0,$0
12/31/1974,The Taking of Pelham One Two Three,"$3,800,000",$0,$0
12/31/1946,Duel in the Sun,"$6,000,000","$20,400,000","$20,400,000"
12/30/2015,Anomalisa,"$8,000,000","$3,759,286","$5,706,168"
12/30/2011,Jodaeiye Nader az Simin,"$800,000","$7,098,492","$24,426,169"
12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,"$18,000,000","$2,222,862","$25,727,044"
12/30/2005,The Matador,"$10,000,000","$12,589,255","$17,300,838"
12/30/2002,Love Liza,"$1,000,000","$213,137","$213,137"
12/30/1925,Ben-Hur: A Tale of the Christ,"$3,900,000","$9,000,000","$9,000,000"
12/29/2010,Another Year,"$8,000,000","$3,205,706","$20,005,613"
12/29/2010,Blue Valentine,"$1,000,000","$9,737,892","$16,566,240"
12/29/2009,Lesbian Vampire Killers,"$2,000,000",$0,"$3,620,902"
12/29/2006,The Dead Girl,"$3,300,000","$19,875","$19,875"
12/29/2006,Miss Potter,"$30,000,000","$3,005,605","$35,891,257"
12/29/2006,El Laberinto del Fauno,"$16,000,000","$37,634,615","$87,041,569"
12/29/2004,The Assassination of Richard Nixon,"$4,600,000","$708,776","$4,880,143"
12/29/2004,The Merchant of Venice,"$30,000,000","$3,765,585","$18,765,585"
12/29/2004,In Good Company,"$26,000,000","$45,489,752","$63,489,752"
12/29/2000,Shadow of the Vampire,"$8,000,000","$8,279,017","$8,279,017"
12/29/2000,The Claim,"$13,000,000","$622,023","$1,375,635"
12/29/1999,The Hurricane,"$38,000,000","$50,699,241","$73,956,241"
12/29/1995,Mr. Hollandâs Opus,"$31,000,000","$82,582,604","$106,282,604"
12/29/1995,Richard III,"$9,200,000","$2,684,904","$4,199,334"
12/29/1995,Dead Man Walking,"$11,000,000","$39,387,284","$83,088,295"
12/29/1995,Restoration,"$18,000,000","$4,100,000","$4,100,000"
12/29/1993,Shadowlands,"$22,000,000","$25,842,377","$25,842,377"
12/29/1967,"Il buono, il brutto, il cattivo","$1,200,000","$6,100,000","$6,100,000"
12/29/1965,Thunderball,"$9,000,000","$63,600,000","$141,200,000"
12/28/2016,Paterson,"$5,000,000","$2,141,423","$10,727,536"
12/28/2007,El orfanato,"$4,000,000","$7,159,147","$79,250,193"
12/28/2005,Match Point,"$15,000,000","$23,089,926","$87,973,835"
12/28/2001,I Am Sam,"$22,000,000","$40,270,895","$92,542,418"
12/28/2001,Black Hawk Down,"$95,000,000","$108,638,745","$159,691,085"
12/27/2006,Perfume: The Story of a Murderer,"$63,700,000","$2,223,293","$133,603,463"
12/27/2002,Chicago,"$30,000,000","$170,687,518","$306,770,545"
12/27/2002,The Pianist,"$35,000,000","$32,519,322","$111,854,182"
12/27/2002,The Hours,"$25,000,000","$41,675,994","$97,030,468"
12/27/2002,Sonny,"$4,000,000","$17,639","$17,639"
12/27/2002,Nicholas Nickleby,"$10,000,000","$1,562,800","$1,562,800"
12/27/2000,Traffic,"$48,000,000","$124,107,476","$208,300,000"
12/27/1995,12 Monkeys,"$29,000,000","$57,141,459","$168,841,459"
12/27/1991,Fried Green Tomatoes,"$11,000,000","$81,204,830","$81,204,830"
12/26/2014,Barbecue,"$10,000,000",$388,"$247,565"
12/26/2008,Revolutionary Road,"$45,000,000","$22,951,340","$79,604,820"
12/26/2007,There Will Be Blood,"$25,000,000","$40,222,514","$77,208,711"
12/26/2001,Gosford Park,"$18,000,000","$41,300,105","$41,300,105"
12/26/2001,Monster's Ball,"$4,000,000","$31,273,922","$43,766,463"
12/26/1973,The Exorcist,"$12,000,000","$230,347,346","$428,214,478"
12/26/1931,Mata Hari,"$558,000","$900,000","$900,000"
12/25/2018,On the Basis of Sex,"$20,000,000","$24,622,687","$38,073,377"
12/25/2018,Vice,"$60,000,000","$47,836,282","$70,883,171"
12/25/2018,Destroyer,"$9,000,000","$1,533,324","$3,681,096"
12/25/2018,Holmes & Watson,"$42,000,000","$30,568,743","$41,926,605"
12/25/2017,Mollyâs Game,"$30,000,000","$28,780,744","$53,296,424"
12/25/2016,Hidden Figures,"$25,000,000","$169,607,287","$231,771,716"
12/25/2016,Live by Night,"$65,000,000","$10,378,555","$21,774,432"
12/25/2015,Joy,"$60,000,000","$56,451,232","$101,134,059"
12/25/2015,The Hateful Eight,"$62,000,000","$54,117,416","$147,864,886"
12/25/2015,Point Break,"$100,000,000","$28,782,481","$126,704,591"
12/25/2015,The Revenant,"$135,000,000","$183,637,894","$532,938,302"
12/25/2015,Concussion,"$35,000,000","$34,531,832","$50,363,790"
12/25/2015,Daddyâs Home,"$50,000,000","$150,357,137","$242,757,137"
12/25/2014,American Sniper,"$58,000,000","$350,126,372","$547,326,372"
12/25/2014,Unbroken,"$65,000,000","$115,637,895","$163,527,824"
12/25/2014,Into the Woods,"$56,200,000","$128,002,372","$213,116,401"
12/25/2014,Big Eyes,"$10,000,000","$14,482,031","$27,317,872"
12/25/2013,August: Osage County,"$25,000,000","$37,738,810","$50,738,810"
12/25/2013,Grudge Match,"$40,000,000","$29,807,260","$69,807,260"
12/25/2013,Lone Survivor,"$40,000,000","$125,095,601","$149,804,632"
12/25/2013,The Wolf of Wall Street,"$100,000,000","$116,900,694","$389,870,414"
12/25/2013,The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
12/25/2013,47 Ronin,"$175,000,000","$38,362,475","$151,716,815"
12/25/2012,Django Unchained,"$100,000,000","$162,805,434","$449,948,323"
12/25/2012,Les Miserables,"$65,000,000","$148,809,770","$442,169,052"
12/25/2012,Parental Guidance,"$25,000,000","$77,267,296","$120,832,383"
12/25/2011,War Horse,"$70,000,000","$79,883,359","$156,815,529"
12/25/2011,The Darkest Hour,"$34,800,000","$21,443,494","$62,831,715"
12/25/2011,Extremely Loud and Incredibly Close,"$40,000,000","$31,847,881","$55,247,881"
12/25/2010,L'illusionniste,"$17,000,000","$2,231,474","$8,609,949"
12/25/2010,Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848"
12/25/2009,Sherlock Holmes,"$90,000,000","$209,028,679","$498,438,212"
12/25/2009,Itâs Complicated,"$85,000,000","$112,735,375","$224,614,744"
12/25/2009,The Imaginarium of Doctor Parnassus,"$30,000,000","$7,689,607","$64,352,607"
12/25/2008,Marley & Me,"$60,000,000","$143,153,751","$247,812,011"
12/25/2008,Waltz with Bashir,"$2,000,000","$2,283,849","$13,912,289"
12/25/2008,Valkyrie,"$90,000,000","$83,107,829","$203,932,174"
12/25/2008,Bedtime Stories,"$80,000,000","$110,101,975","$221,468,935"
12/25/2008,The Spirit,"$60,000,000","$19,806,188","$39,006,188"
12/25/2008,The Curious Case of Benjamin Button,"$160,000,000","$127,509,326","$329,631,958"
12/25/2007,The Water Horse: Legend of the Deep,"$40,000,000","$40,412,817","$103,429,755"
12/25/2007,The Great Debaters,"$15,000,000","$30,226,144","$30,261,293"
12/25/2007,The Bucket List,"$45,000,000","$93,466,502","$174,807,445"
12/25/2007,Butterfly on a Wheel,"$20,000,000",$0,$0
12/25/2007,Persepolis,"$7,300,000","$4,443,403","$25,397,187"
12/25/2007,Aliens vs. Predator - Requiem,"$40,000,000","$41,797,066","$128,884,494"
12/25/2006,Notes on a Scandal,"$27,500,000","$17,510,118","$50,578,411"
12/25/2006,Children of Men,"$76,000,000","$35,552,383","$69,845,011"
12/25/2005,The New World,"$30,000,000","$12,712,093","$26,184,400"
12/25/2005,Rumor Has It,"$70,000,000","$42,996,140","$88,933,562"
12/25/2005,Wolf Creek,"$1,100,000","$16,186,348","$29,005,064"
12/25/2004,Fat Albert,"$45,000,000","$48,114,556","$48,563,556"
12/25/2004,Darkness,"$10,600,000","$22,163,442","$34,409,206"
12/25/2003,Peter Pan,"$100,000,000","$48,417,850","$95,255,485"
12/25/2003,Paycheck,"$60,000,000","$53,789,313","$98,819,789"
12/25/2003,Cold Mountain,"$80,000,000","$95,632,614","$165,173,909"
12/25/2003,Cheaper by the Dozen,"$40,000,000","$138,614,544","$190,212,113"
12/25/2003,The Company,"$15,000,000","$2,281,585","$3,396,508"
12/25/2002,Catch Me if You Can,"$52,000,000","$164,606,800","$355,612,291"
12/25/2002,Pinocchio,"$45,000,000","$3,681,811","$31,681,811"
12/25/2001,Ali,"$109,000,000","$58,183,966","$87,683,966"
12/25/2001,Kate and Leopold,"$48,000,000","$47,095,453","$70,937,778"
12/25/2001,The Shipping News,"$35,000,000","$11,405,825","$24,405,825"
12/25/1998,The Faculty,"$15,000,000","$40,283,321","$40,283,321"
12/25/1998,A Civil Action,"$60,000,000","$56,709,981","$56,709,981"
12/25/1998,Patch Adams,"$50,000,000","$135,014,968","$202,173,000"
12/25/1998,Stepmom,"$50,000,000","$91,137,662","$159,745,279"
12/25/1998,Mighty Joe Young,"$80,000,000","$50,632,037","$50,632,037"
12/25/1997,Kundun,"$28,000,000","$5,686,694","$5,686,694"
12/25/1997,The Postman,"$80,000,000","$17,650,704","$20,841,123"
12/25/1997,Wag the Dog,"$15,000,000","$43,057,470","$64,252,038"
12/25/1997,Jackie Brown,"$12,000,000","$39,673,162","$74,727,492"
12/25/1996,Hamlet,"$18,000,000","$4,501,094","$7,129,670"
12/25/1996,Evita,"$55,000,000","$50,047,179","$151,947,179"
12/25/1995,Four Rooms,"$4,000,000","$4,301,000","$4,301,000"
12/25/1994,The Jungle Book,"$27,000,000","$44,342,956","$44,342,956"
12/25/1993,What's Eating Gilbert Grape,"$11,000,000","$9,170,214","$9,170,214"
12/25/1993,Tombstone,"$25,000,000","$56,505,065","$56,505,065"
12/25/1992,Hoffa,"$35,000,000","$23,365,858","$28,391,473"
12/25/1991,The Prince of Tides,"$30,000,000","$74,787,599","$74,787,599"
12/25/1990,The Godfather: Part III,"$54,000,000","$66,520,529","$66,520,529"
12/25/1981,Modern Problems,"$8,000,000","$24,474,312","$24,474,312"
12/25/1973,The Sting,"$5,500,000","$159,616,327","$159,616,327"
12/25/1962,To Kill A Mockingbird,"$2,000,000","$13,129,846","$13,129,846"
12/24/2003,Monster,"$5,000,000","$34,469,210","$64,240,813"
12/24/1999,Pink Narcissus,"$27,000","$8,231","$8,231"
12/24/1999,Angela's Ashes,"$25,000,000","$13,038,660","$13,038,660"
12/24/1999,Snow Falling on Cedars,"$36,000,000","$14,378,353","$14,378,353"
12/24/1999,The Talented Mr. Ripley,"$40,000,000","$81,292,135","$128,792,135"
12/24/1999,Galaxy Quest,"$45,000,000","$71,423,726","$90,523,726"
12/24/1999,Play it to the Bone,"$24,000,000","$8,427,204","$8,427,204"
12/24/1997,As Good as it Gets,"$50,000,000","$148,478,011","$314,111,923"
12/24/1943,A Guy Named Joe,"$2,627,000","$5,363,000","$5,363,000"
12/24/1916,"20,000 Leagues Under the Sea","$200,000","$8,000,000","$8,000,000"
12/23/2016,Why Him?,"$38,000,000","$60,323,786","$117,425,156"
12/23/2016,Silence,"$46,500,000","$7,100,177","$23,726,626"
12/23/2011,In The Land of Blood and Honey,"$13,000,000","$303,877","$509,193"
12/23/2011,We Bought a Zoo,"$50,000,000","$75,624,550","$118,729,073"
12/23/2009,Alvin and the Chipmunks: The Squeakquel,"$70,000,000","$219,614,612","$443,483,213"
12/23/2005,Munich,"$75,000,000","$47,379,090","$131,492,772"
12/23/2005,CachÃ©,"$8,000,000","$3,647,381","$19,891,331"
12/23/1998,The Thin Red Line,"$52,000,000","$36,400,491","$97,709,034"
12/23/1994,Legends of the Fall,"$30,000,000","$66,502,573","$160,502,573"
12/23/1994,Street Fighter,"$35,000,000","$33,423,000","$99,423,000"
12/23/1987,Good Morning Vietnam,"$13,000,000","$123,922,370","$123,922,370"
12/23/1977,High Anxiety,"$3,400,000","$31,063,038","$31,063,038"
12/23/1956,The Wrong Man,"$1,200,000","$2,000,000","$2,000,000"
12/23/1954,"20,000 Leagues Under the Sea","$5,000,000","$28,200,000","$28,200,000"
12/22/2017,Father Figures,"$25,000,000","$17,501,244","$21,038,441"
12/22/2017,The Post,"$50,000,000","$81,903,458","$179,748,880"
12/22/2017,Downsizing,"$68,000,000","$24,449,754","$54,462,971"
12/22/2017,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412"
12/22/2015,Por amor en el caserio,"$1,000,000",$0,$0
12/22/2010,Little Fockers,"$100,000,000","$148,438,600","$310,650,574"
12/22/2010,True Grit,"$35,000,000","$171,243,005","$252,276,928"
12/22/2010,Country Strong,"$15,000,000","$20,218,921","$20,601,987"
12/22/2010,Somewhere,"$7,000,000","$1,785,645","$17,023,121"
12/22/2006,Night at the Museum,"$110,000,000","$250,863,268","$579,446,407"
12/22/2006,We Are Marshall,"$65,000,000","$43,545,364","$43,545,364"
12/22/2004,The Phantom of the Opera,"$55,000,000","$51,225,796","$153,770,052"
12/22/2004,Meet the Fockers,"$60,000,000","$279,167,575","$516,567,575"
12/22/2004,Hotel Rwanda,"$17,500,000","$23,519,128","$36,521,223"
12/22/2000,An Everlasting Piece,"$4,000,000","$75,078","$75,078"
12/22/2000,"O Brother, Where Art Thou?","$26,000,000","$45,506,619","$75,763,814"
12/22/2000,Thirteen Days,"$80,000,000","$34,566,746","$66,554,547"
12/22/2000,Dracula 2000,"$28,000,000","$33,000,377","$33,000,377"
12/22/2000,The Family Man,"$60,000,000","$75,764,085","$124,715,863"
12/22/2000,Miss Congeniality,"$45,000,000","$106,807,667","$213,420,951"
12/22/2000,All the Pretty Horses,"$45,000,000","$15,527,125","$18,120,267"
12/22/2000,The House of Mirth,"$10,000,000","$3,041,803","$5,149,131"
12/22/2000,Cast Away,"$85,000,000","$233,632,142","$427,230,516"
12/22/1999,Man on the Moon,"$52,000,000","$34,580,635","$47,407,635"
12/22/1999,Any Given Sunday,"$60,000,000","$75,530,832","$100,230,832"
12/22/1995,Cutthroat Island,"$92,000,000","$10,017,322","$18,517,322"
12/22/1993,Philadelphia,"$26,000,000","$77,324,422","$201,324,422"
12/22/1989,Tango & Cash,"$55,000,000","$63,408,614","$63,408,614"
12/22/1978,Force 10 from Navarone,"$5,000,000","$7,100,000","$7,100,000"
12/22/1965,Doctor Zhivago,"$11,000,000","$111,897,830","$112,036,323"
12/22/1964,Goldfinger,"$3,000,000","$51,100,000","$124,900,000"
12/21/2018,Aquaman,"$160,000,000","$335,061,807","$1,146,894,640"
12/21/2018,Welcome to Marwen,"$45,000,000","$10,763,520","$12,874,922"
12/21/2018,Second Act,"$15,700,000","$39,282,227","$63,288,854"
12/21/2018,Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
12/21/2016,Dangal,"$9,500,000","$12,391,761","$294,654,618"
12/21/2016,Assassinâs Creed,"$125,000,000","$54,647,948","$240,759,682"
12/21/2016,Patriots Day,"$40,000,000","$31,886,361","$52,837,989"
12/21/2016,Passengers,"$110,000,000","$100,014,699","$302,239,672"
12/21/2016,Sing,"$75,000,000","$270,329,045","$634,454,789"
12/21/2012,This is 40,"$35,000,000","$67,544,505","$90,221,182"
12/21/2012,Jack Reacher,"$60,000,000","$80,070,736","$217,370,736"
12/21/2012,Cirque du Soleil: Worlds Away,"$25,000,000","$12,512,862","$28,012,862"
12/21/2012,The Impossible,"$40,000,000","$19,019,882","$169,590,606"
12/21/2011,Albert Nobbs,"$7,500,000","$3,014,696","$8,539,003"
12/21/2011,The Adventures of Tintin,"$130,000,000","$77,591,831","$373,993,951"
12/21/2007,Walk Hard: The Dewey Cox Story,"$35,000,000","$18,317,151","$20,606,053"
12/21/2007,P.S. I Love You,"$30,000,000","$53,695,808","$155,769,678"
12/21/2007,Charlie Wilson's War,"$75,000,000","$66,661,095","$119,512,771"
12/21/2007,Blonde Ambition,"$10,000,000","$6,422","$1,537,479"
12/21/2006,Venus,"$6,000,000","$3,347,411","$7,818,479"
12/21/2006,Man cheng jin dai huang jin jia,"$45,000,000","$6,566,773","$76,904,429"
12/21/2005,Cheaper by the Dozen 2,"$60,000,000","$82,571,173","$135,015,330"
12/21/2005,The White Countess,"$16,000,000","$1,669,971","$2,814,566"
12/21/2005,Fun With Dick And Jane,"$140,000,000","$110,550,000","$203,018,919"
12/21/2001,How High,"$12,000,000","$31,155,435","$31,222,395"
12/21/2001,A Beautiful Mind,"$78,000,000","$170,708,996","$317,668,058"
12/21/2001,Joe Somebody,"$38,000,000","$22,770,864","$24,515,990"
12/21/2001,Jimmy Neutron: Boy Genius,"$25,000,000","$80,936,232","$102,992,536"
12/21/2001,The Majestic,"$72,000,000","$27,796,042","$37,306,334"
12/21/1999,"Girl, Interrupted","$24,000,000","$28,871,190","$28,871,190"
12/21/1994,Ri¢hie Ri¢h,"$40,000,000","$38,087,756","$38,087,756"
12/21/1994,Little Women,"$15,000,000","$50,003,303","$50,003,303"
12/21/1990,Kindergarten Cop,"$26,000,000","$91,457,688","$202,000,000"
12/21/1988,Dangerous Liaisons,"$14,000,000","$34,700,000","$34,700,000"
12/21/1979,The Black Hole,"$20,000,000","$35,841,901","$35,841,901"
12/21/1937,Snow White and the Seven Dwarfs,"$1,488,000","$184,925,486","$184,925,486"
12/20/2017,The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550"
12/20/2017,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193"
12/20/2013,Dhoom 3,"$24,000,000","$8,031,955","$11,723,620"
12/20/2013,Le passÃ©,"$8,000,000","$1,335,672","$15,752,575"
12/20/2013,Walking with Dinosaurs,"$80,000,000","$36,076,121","$123,368,842"
12/20/2011,The Girl with the Dragon Tattoo,"$90,000,000","$102,515,793","$239,373,970"
12/20/2006,Letters from Iwo Jima,"$13,000,000","$13,756,082","$67,867,998"
12/20/2006,Rocky Balboa,"$24,000,000","$70,269,899","$156,229,050"
12/20/2006,The Painted Veil,"$19,400,000","$8,060,487","$15,118,795"
12/20/2002,Narc,"$7,500,000","$10,465,659","$11,843,260"
12/20/2002,Two Weeks Notice,"$60,000,000","$93,354,918","$199,043,309"
12/20/2002,Gangs of New York,"$97,000,000","$77,730,500","$183,124,621"
12/20/2002,The Wild Thornberrys Movie,"$25,000,000","$40,108,697","$60,694,737"
12/20/2002,Morvern Callar,"$6,000,000","$267,194","$267,194"
12/20/1996,My Fellow Americans,"$21,500,000","$22,331,846","$22,331,846"
12/20/1996,Scream,"$15,000,000","$103,046,663","$173,046,663"
12/20/1996,Marvin's Room,"$23,000,000","$12,803,305","$12,803,305"
12/20/1996,Ghosts of Mississippi,"$36,000,000","$13,052,741","$13,052,741"
12/20/1996,Beavis and Butt-Head Do America,"$12,000,000","$63,118,386","$63,118,386"
12/20/1995,Nixon,"$45,000,000","$13,668,249","$34,668,249"
12/20/1991,JFK,"$40,000,000","$70,405,498","$205,400,000"
12/20/1989,Roger & Me,"$140,000","$6,706,368","$6,706,368"
12/20/1989,Born on the Fourth of July,"$14,000,000","$70,001,698","$70,001,698"
12/20/1974,The Man with the Golden Gun,"$7,000,000","$21,000,000","$97,600,000"
12/20/1946,Itâs a Wonderful Life,"$3,180,000","$6,600,000","$10,768,908"
12/19/2018,Mary Poppins Returns,"$130,000,000","$171,958,438","$341,528,518"
12/19/2014,Night at the Museum: Secret of the Tomb,"$127,000,000","$113,746,621","$353,756,621"
12/19/2014,Mr. Turner,"$14,000,000","$3,958,546","$25,187,026"
12/19/2014,Annie,"$65,000,000","$85,911,262","$139,829,625"
12/19/2012,The Guilt Trip,"$40,000,000","$37,134,215","$41,294,674"
12/19/2012,Amour,"$9,700,000","$6,738,954","$36,787,044"
12/19/2012,Zero Dark Thirty,"$52,500,000","$95,720,716","$134,612,435"
12/19/2008,The Tale of Despereaux,"$60,000,000","$50,877,145","$90,482,317"
12/19/2008,Yes Man,"$50,000,000","$97,690,976","$225,990,976"
12/19/2008,Seven Pounds,"$54,000,000","$69,951,824","$166,617,328"
12/19/2003,House of Sand and Fog,"$16,500,000","$13,005,485","$16,157,923"
12/19/2003,Mona Lisa Smile,"$65,000,000","$63,803,100","$141,205,169"
12/19/2003,Calendar Girls,"$10,000,000","$31,011,616","$93,074,616"
12/19/2003,The Hebrew Hammer,"$1,300,000","$77,755","$90,213"
12/19/2002,Antwone Fisher,"$12,500,000","$21,078,145","$23,367,586"
12/19/2002,25th Hour,"$4,500,000","$13,084,595","$25,344,490"
12/19/2001,The Lord of the Rings: The Fellowship of the Ring,"$109,000,000","$315,544,750","$887,210,985"
12/19/2000,The Gift,"$10,000,000","$12,008,642","$44,567,606"
12/19/2000,Finding Forrester,"$43,000,000","$51,768,623","$80,013,623"
12/19/1997,Mouse Hunt,"$38,000,000","$61,894,591","$61,894,591"
12/19/1997,Tomorrow Never Dies,"$110,000,000","$125,304,276","$339,504,276"
12/19/1997,Titanic,"$200,000,000","$659,363,944","$2,208,208,395"
12/19/1995,Men of War,"$6,000,000",$0,$0
12/19/1986,Platoon,"$6,000,000","$137,963,328","$137,978,395"
12/19/1986,Little Shop of Horrors,"$30,000,000","$38,747,385","$38,747,385"
12/19/1969,Topaz,"$4,000,000","$6,000,000","$6,000,000"
12/19/1961,Pocketful of Miracles,"$2,900,000","$5,000,000","$5,000,000"
12/19/1961,Judgment at Nuremberg,"$3,000,000","$10,000,000","$10,000,000"
12/18/2015,Star Wars Ep. VII: The Force Awakens,"$306,000,000","$936,662,225","$2,053,311,220"
12/18/2015,Sisters,"$30,000,000","$87,044,645","$106,030,660"
12/18/2015,Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
12/18/2015,Saul fia,"$1,700,000","$1,777,043","$9,696,537"
12/18/2013,Anchorman 2: The Legend Continues,"$50,000,000","$127,352,707","$172,185,754"
12/18/2012,The Frozen,"$250,000",$0,$0
